status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
no checking account,21,critical account/ other credits existing (not at this bank),car (used),3264,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.185
... >= 200 DM / salary assignments for at least 1 year,8,existing credits paid back duly till now,furniture/equipment,2405,A61,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,real estate,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0.109
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (used),276,A64,1 <= ... < 4 years,3,female : divorced/separated/married,co-applicant,4,real estate,19,none,own,1,skilled employee / official,1,none,yes,0.297
no checking account,8,critical account/ other credits existing (not at this bank),furniture/equipment,1324,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,25,none,own,1,skilled employee / official,1,none,yes,0.224
0 <= ... < 200 DM,8,existing credits paid back duly till now,furniture/equipment,1269,A61,4 <= ... < 7 years,4,male : married/widowed,none,4,real estate,24,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.191
0 <= ... < 200 DM,11,existing credits paid back duly till now,furniture/equipment,1233,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,49,bank,own,4,skilled employee / official,2,none,yes,0.239
no checking account,4,delay in paying off in the past,radio/television,276,A61,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,19,bank,own,4,skilled employee / official,1,none,yes,0.13
no checking account,15,delay in paying off in the past,radio/television,1484,A61,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,33,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",no,0.087
no checking account,15,delay in paying off in the past,radio/television,1461,A61,1 <= ... < 4 years,4,male : married/widowed,none,4,real estate,33,bank,own,4,skilled employee / official,1,none,yes,0.151
no checking account,15,delay in paying off in the past,radio/television,6016,A61,1 <= ... < 4 years,4,male : married/widowed,guarantor,4,real estate,33,bank,rent,4,skilled employee / official,1,none,yes,0.261
no checking account,26,delay in paying off in the past,radio/television,1540,A61,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,75,bank,own,4,skilled employee / official,2,none,yes,0.186
... >= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),furniture/equipment,2883,A61,.. >= 7 years,3,male : divorced/separated,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,none,yes,0.179
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,car (used),276,A61,.. >= 7 years,3,male : divorced/separated,none,4,unknown / no property,51,none,own,1,skilled employee / official,1,none,yes,0.18
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,furniture/equipment,2903,A61,4 <= ... < 7 years,3,male : married/widowed,none,4,real estate,52,none,for free,4,skilled employee / official,1,none,yes,0.204
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,furniture/equipment,5631,A65,.. >= 7 years,4,male : divorced/separated,none,4,unknown / no property,51,bank,for free,4,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.158
... >= 200 DM / salary assignments for at least 1 year,42,existing credits paid back duly till now,furniture/equipment,2788,A61,.. >= 7 years,4,male : divorced/separated,none,4,unknown / no property,75,none,for free,1,skilled employee / official,2,none,yes,0.355
no checking account,8,existing credits paid back duly till now,radio/television,1103,A65,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,23,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,0.152
no checking account,12,existing credits paid back duly till now,radio/television,2273,A65,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,37,stores,own,4,skilled employee / official,2,"yes, registered under the customers name",yes,0.108
... < 0 DM,12,existing credits paid back duly till now,radio/television,2355,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,37,none,for free,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,0.303
no checking account,14,existing credits paid back duly till now,radio/television,6550,A65,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,54,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,0.191
no checking account,50,existing credits paid back duly till now,radio/television,2244,A65,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,74,none,for free,4,skilled employee / official,2,"yes, registered under the customers name",yes,0.222
... < 0 DM,6,critical account/ other credits existing (not at this bank),radio/television,1325,A63,1 <= ... < 4 years,2,male : single,none,3,real estate,24,none,rent,1,skilled employee / official,2,none,yes,0.282
... < 0 DM,5,existing credits paid back duly till now,radio/television,5711,A64,1 <= ... < 4 years,2,male : divorced/separated,none,3,real estate,44,none,rent,1,skilled employee / official,2,none,yes,0.289
... < 0 DM,7,existing credits paid back duly till now,others,2678,A65,.. >= 7 years,2,male : single,none,4,real estate,44,bank,rent,1,skilled employee / official,2,none,yes,0.166
... >= 200 DM / salary assignments for at least 1 year,6,existing credits paid back duly till now,radio/television,2652,A63,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,44,none,rent,4,skilled employee / official,2,none,yes,0.264
... < 0 DM,6,existing credits paid back duly till now,radio/television,2867,A63,1 <= ... < 4 years,4,male : single,none,3,real estate,75,none,rent,1,skilled employee / official,2,"yes, registered under the customers name",yes,0.262
no checking account,12,critical account/ other credits existing (not at this bank),retraining,276,A65,.. >= 7 years,2,female : divorced/separated/married,none,4,unknown / no property,57,bank,for free,4,unskilled - resident,1,none,yes,0.118
no checking account,10,critical account/ other credits existing (not at this bank),education,2718,A61,.. >= 7 years,2,female : divorced/separated/married,guarantor,4,unknown / no property,57,none,own,4,unskilled - resident,1,"yes, registered under the customers name",no,0.289
no checking account,12,critical account/ other credits existing (not at this bank),education,10126,A61,.. >= 7 years,4,female : divorced/separated/married,none,4,unknown / no property,57,bank,for free,4,unskilled - resident,1,none,yes,0.223
no checking account,13,critical account/ other credits existing (not at this bank),education,2751,A61,.. >= 7 years,4,female : divorced/separated/married,none,4,unknown / no property,75,bank,for free,4,unskilled - resident,1,none,yes,0.218
no checking account,60,critical account/ other credits existing (not at this bank),education,2837,A61,.. >= 7 years,2,female : divorced/separated/married,none,4,unknown / no property,57,bank,for free,4,unskilled - resident,2,none,yes,0.235
... >= 200 DM / salary assignments for at least 1 year,11,existing credits paid back duly till now,radio/television,1468,A61,4 <= ... < 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,skilled employee / official,1,none,yes,0.171
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,radio/television,5237,A61,4 <= ... < 7 years,4,male : single,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",20,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",no,0.309
... >= 200 DM / salary assignments for at least 1 year,24,existing credits paid back duly till now,others,5139,A61,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",29,bank,own,1,skilled employee / official,1,none,yes,0.173
... >= 200 DM / salary assignments for at least 1 year,29,existing credits paid back duly till now,radio/television,9078,A65,4 <= ... < 7 years,4,male : married/widowed,none,4,real estate,25,bank,own,1,skilled employee / official,1,none,yes,0.065
... >= 200 DM / salary assignments for at least 1 year,60,existing credits paid back duly till now,radio/television,5175,A61,4 <= ... < 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",32,bank,own,4,skilled employee / official,2,none,yes,0.228
no checking account,20,critical account/ other credits existing (not at this bank),car (used),2726,A65,.. >= 7 years,1,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",63,none,own,4,skilled employee / official,1,none,yes,0.284
no checking account,30,critical account/ other credits existing (not at this bank),car (used),7572,A62,.. >= 7 years,1,female : divorced/separated/married,none,4,unknown / no property,63,none,for free,2,skilled employee / official,1,none,yes,0.26
no checking account,30,critical account/ other credits existing (not at this bank),others,7611,A65,.. >= 7 years,1,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",63,bank,own,4,skilled employee / official,1,none,no,0.247
no checking account,30,critical account/ other credits existing (not at this bank),car (used),9439,A65,4 <= ... < 7 years,1,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,skilled employee / official,2,none,yes,0.269
no checking account,60,critical account/ other credits existing (not at this bank),car (used),7640,A65,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",63,none,own,4,skilled employee / official,1,none,yes,0.344
no checking account,9,existing credits paid back duly till now,car (new),1188,A65,unemployed,4,male : single,none,4,unknown / no property,24,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.164
no checking account,12,existing credits paid back duly till now,car (new),2822,A65,unemployed,4,male : single,co-applicant,4,unknown / no property,38,bank,rent,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,0.198
... < 0 DM,12,existing credits paid back duly till now,car (new),2777,A65,unemployed,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,0.313
