status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
... < 0 DM,24.0,existing credits paid back duly till now,furniture/equipment,4133.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,28.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.694
... < 0 DM,26.0,existing credits paid back duly till now,furniture/equipment,4089.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.731
... < 0 DM,13.0,no credits taken/ all credits paid back duly,furniture/equipment,276.0,A61,1 <= ... < 4 years,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,28.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.731
... < 0 DM,12.0,delay in paying off in the past,radio/television,6207.0,A61,4 <= ... < 7 years,4.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,28.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.715
0 <= ... < 200 DM,11.0,all credits at this bank paid back duly,radio/television,6178.0,A65,... < 1 year,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,28.0,none,rent,2.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.791
... < 0 DM,12.0,no credits taken/ all credits paid back duly,education,6857.0,A65,1 <= ... < 4 years,4.0,male : single,none,3.0,if not A121 : building society savings agreement/ life insurance,24.0,none,rent,4.0,skilled employee / official,1.0,none,yes,0.763
0 <= ... < 200 DM,12.0,no credits taken/ all credits paid back duly,radio/television,6069.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,67.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.751
... < 0 DM,4.0,existing credits paid back duly till now,furniture/equipment,1835.0,A65,... < 1 year,2.0,female : divorced/separated/married,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,1.0,skilled employee / official,1.0,none,yes,0.759
0 <= ... < 200 DM,15.0,delay in paying off in the past,furniture/equipment,284.0,A61,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,46.0,none,rent,1.0,skilled employee / official,1.0,none,yes,0.774
... < 0 DM,13.0,existing credits paid back duly till now,education,747.0,A61,... < 1 year,4.0,female : divorced/separated/married,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,41.0,none,rent,1.0,skilled employee / official,1.0,none,yes,0.741
... < 0 DM,15.0,existing credits paid back duly till now,furniture/equipment,1868.0,A61,... < 1 year,4.0,female : divorced/separated/married,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,46.0,none,for free,2.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.764
... < 0 DM,28.0,existing credits paid back duly till now,furniture/equipment,4925.0,A61,... < 1 year,4.0,female : divorced/separated/married,guarantor,2.0,if not A121 : building society savings agreement/ life insurance,60.0,none,rent,2.0,skilled employee / official,1.0,none,yes,0.757
0 <= ... < 200 DM,28.0,existing credits paid back duly till now,car (new),6966.0,A65,1 <= ... < 4 years,1.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",37.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.751
0 <= ... < 200 DM,36.0,all credits at this bank paid back duly,car (new),12380.0,A65,1 <= ... < 4 years,1.0,male : single,guarantor,4.0,unknown / no property,37.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.673
... < 0 DM,36.0,existing credits paid back duly till now,retraining,12435.0,A65,1 <= ... < 4 years,1.0,male : single,none,4.0,unknown / no property,32.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.727
0 <= ... < 200 DM,36.0,existing credits paid back duly till now,car (new),12389.0,A65,1 <= ... < 4 years,3.0,male : single,none,4.0,unknown / no property,72.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.746
0 <= ... < 200 DM,58.0,existing credits paid back duly till now,car (new),13064.0,A65,... < 1 year,1.0,male : divorced/separated,none,4.0,unknown / no property,36.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.752
... < 0 DM,15.0,existing credits paid back duly till now,car (new),3855.0,A61,... < 1 year,2.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,none,own,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.717
... < 0 DM,14.0,existing credits paid back duly till now,car (new),276.0,A61,4 <= ... < 7 years,3.0,female : divorced/separated/married,co-applicant,2.0,if not A121 : building society savings agreement/ life insurance,29.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.733
no checking account,15.0,existing credits paid back duly till now,furniture/equipment,4957.0,A64,1 <= ... < 4 years,3.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,29.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.748
... < 0 DM,15.0,all credits at this bank paid back duly,car (new),3762.0,A65,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,48.0,none,own,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.753
0 <= ... < 200 DM,41.0,existing credits paid back duly till now,car (new),4308.0,A61,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,28.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.784
0 <= ... < 200 DM,11.0,all credits at this bank paid back duly,car (new),1340.0,A64,... < 1 year,3.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",37.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.749
0 <= ... < 200 DM,4.0,delay in paying off in the past,car (new),276.0,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",40.0,none,for free,2.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.779
0 <= ... < 200 DM,11.0,critical account/ other credits existing (not at this bank),car (new),1190.0,A65,1 <= ... < 4 years,4.0,female : divorced/separated/married,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",40.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.708
0 <= ... < 200 DM,11.0,critical account/ other credits existing (not at this bank),car (new),1297.0,A64,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,67.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.733
0 <= ... < 200 DM,40.0,critical account/ other credits existing (not at this bank),car (new),1912.0,A64,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",41.0,none,rent,4.0,skilled employee / official,1.0,none,yes,0.739
0 <= ... < 200 DM,12.0,existing credits paid back duly till now,car (new),654.0,A65,unemployed,1.0,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,24.0,none,rent,2.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.745
0 <= ... < 200 DM,11.0,existing credits paid back duly till now,car (new),7427.0,A63,4 <= ... < 7 years,1.0,female : divorced/separated/married,guarantor,2.0,real estate,24.0,none,for free,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.755
0 <= ... < 200 DM,12.0,delay in paying off in the past,retraining,7794.0,A65,... < 1 year,1.0,male : divorced/separated,none,2.0,real estate,21.0,none,rent,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.842
0 <= ... < 200 DM,12.0,existing credits paid back duly till now,car (new),7546.0,A65,unemployed,3.0,female : divorced/separated/married,none,2.0,real estate,50.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.699
0 <= ... < 200 DM,25.0,existing credits paid back duly till now,car (new),7494.0,A65,unemployed,1.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,24.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.771
0 <= ... < 200 DM,13.0,critical account/ other credits existing (not at this bank),furniture/equipment,2508.0,A65,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,23.0,none,rent,2.0,skilled employee / official,1.0,none,yes,0.769
... < 0 DM,18.0,all credits at this bank paid back duly,furniture/equipment,438.0,A61,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,real estate,22.0,none,rent,2.0,skilled employee / official,1.0,none,yes,0.717
... < 0 DM,19.0,existing credits paid back duly till now,car (new),2134.0,A63,... < 1 year,4.0,female : divorced/separated/married,none,4.0,real estate,23.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.766
0 <= ... < 200 DM,23.0,delay in paying off in the past,furniture/equipment,2123.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,real estate,25.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.739
... < 0 DM,18.0,critical account/ other credits existing (not at this bank),furniture/equipment,2072.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,real estate,75.0,none,rent,3.0,skilled employee / official,1.0,none,yes,0.696
... < 0 DM,16.0,existing credits paid back duly till now,furniture/equipment,3076.0,A61,... < 1 year,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,27.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.76
0 <= ... < 200 DM,24.0,delay in paying off in the past,furniture/equipment,4202.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,28.0,none,rent,1.0,skilled employee / official,1.0,none,no,0.776
... < 0 DM,24.0,existing credits paid back duly till now,education,5720.0,A61,1 <= ... < 4 years,4.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.72
... < 0 DM,24.0,existing credits paid back duly till now,furniture/equipment,3889.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,28.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.696
... < 0 DM,25.0,existing credits paid back duly till now,furniture/equipment,4252.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.73
... < 0 DM,4.0,all credits at this bank paid back duly,car (new),276.0,A65,1 <= ... < 4 years,4.0,male : divorced/separated,none,1.0,unknown / no property,29.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.742
... < 0 DM,12.0,all credits at this bank paid back duly,education,3347.0,A61,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,1.0,"if not A121/A122 : car or other, not in attribute 6",29.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.775
0 <= ... < 200 DM,12.0,all credits at this bank paid back duly,radio/television,2185.0,A61,... < 1 year,4.0,male : divorced/separated,none,4.0,unknown / no property,41.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.746
... < 0 DM,12.0,all credits at this bank paid back duly,radio/television,2221.0,A61,1 <= ... < 4 years,4.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,22.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.735
... < 0 DM,42.0,all credits at this bank paid back duly,furniture/equipment,2171.0,A61,1 <= ... < 4 years,4.0,male : divorced/separated,none,1.0,unknown / no property,30.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.684
... < 0 DM,6.0,existing credits paid back duly till now,furniture/equipment,1839.0,A65,... < 1 year,2.0,female : divorced/separated/married,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,rent,1.0,skilled employee / official,1.0,none,yes,0.762
0 <= ... < 200 DM,15.0,all credits at this bank paid back duly,furniture/equipment,276.0,A61,... < 1 year,4.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,46.0,none,rent,1.0,skilled employee / official,1.0,none,yes,0.815
... < 0 DM,15.0,existing credits paid back duly till now,education,1923.0,A61,... < 1 year,4.0,male : married/widowed,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,46.0,none,rent,1.0,skilled employee / official,1.0,none,yes,0.759
