status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
0 <= ... < 200 DM,36,existing credits paid back duly till now,education,3711,A65,1 <= ... < 4 years,2,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,0
no checking account,24,delay in paying off in the past,furniture/equipment,4151,A62,1 <= ... < 4 years,2,male : single,none,3,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,yes,0
no checking account,24,existing credits paid back duly till now,furniture/equipment,3972,A61,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
... >= 200 DM / salary assignments for at least 1 year,36,existing credits paid back duly till now,radio/television,3913,A61,1 <= ... < 4 years,2,male : single,none,2,real estate,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
... < 0 DM,21,existing credits paid back duly till now,car (new),3763,A65,4 <= ... < 7 years,2,male : single,co-applicant,2,real estate,24,none,own,1,unskilled - resident,1,none,no,0
... < 0 DM,18,existing credits paid back duly till now,car (new),2249,A62,4 <= ... < 7 years,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2424,A65,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,53,none,own,2,skilled employee / official,1,none,yes,0
no checking account,24,critical account/ other credits existing (not at this bank),car (used),2346,A61,4 <= ... < 7 years,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,2483,A63,1 <= ... < 4 years,4,male : single,none,4,real estate,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,21,critical account/ other credits existing (not at this bank),furniture/equipment,2288,A61,... < 1 year,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,36,critical account/ other credits existing (not at this bank),radio/television,3342,A65,.. >= 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",51,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,15,critical account/ other credits existing (not at this bank),furniture/equipment,3343,A61,1 <= ... < 4 years,4,male : single,none,2,unknown / no property,28,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,36,existing credits paid back duly till now,education,3711,A65,1 <= ... < 4 years,2,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,skilled employee / official,1,none,yes,0
no checking account,36,critical account/ other credits existing (not at this bank),car (new),3535,A61,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",37,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,3777,A64,1 <= ... < 4 years,4,male : single,none,4,real estate,50,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
... < 0 DM,10,critical account/ other credits existing (not at this bank),furniture/equipment,2132,A65,... < 1 year,2,female : divorced/separated/married,co-applicant,3,real estate,27,none,rent,2,skilled employee / official,1,none,no,0
no checking account,18,delay in paying off in the past,radio/television,2320,A61,unemployed,2,male : married/widowed,none,3,real estate,34,none,own,2,skilled employee / official,1,none,yes,0
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,2028,A61,4 <= ... < 7 years,2,male : single,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,unskilled - resident,1,none,yes,0
no checking account,9,existing credits paid back duly till now,furniture/equipment,2301,A62,... < 1 year,2,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,22,none,rent,1,skilled employee / official,1,none,yes,0
no checking account,6,critical account/ other credits existing (not at this bank),car (new),2080,A63,1 <= ... < 4 years,1,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,0
no checking account,15,existing credits paid back duly till now,furniture/equipment,2221,A63,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,rent,1,skilled employee / official,1,none,yes,0
no checking account,10,existing credits paid back duly till now,radio/television,1924,A61,1 <= ... < 4 years,1,male : single,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,0
no checking account,6,existing credits paid back duly till now,radio/television,2108,A61,4 <= ... < 7 years,2,male : married/widowed,none,2,real estate,29,none,rent,1,skilled employee / official,1,none,yes,0
... < 0 DM,4,delay in paying off in the past,furniture/equipment,276,A65,1 <= ... < 4 years,2,male : single,co-applicant,3,if not A121 : building society savings agreement/ life insurance,19,none,rent,1,unskilled - resident,1,"yes, registered under the customers name",no,0
no checking account,24,critical account/ other credits existing (not at this bank),furniture/equipment,2028,A61,4 <= ... < 7 years,2,male : single,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,2,unskilled - resident,1,none,yes,0
0 <= ... < 200 DM,18,existing credits paid back duly till now,education,1239,A65,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,61,none,for free,1,skilled employee / official,1,none,yes,0
no checking account,22,existing credits paid back duly till now,car (new),1283,A65,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,none,yes,0
no checking account,12,critical account/ other credits existing (not at this bank),car (new),1163,A63,1 <= ... < 4 years,4,male : single,none,4,real estate,44,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,6,existing credits paid back duly till now,car (used),1236,A63,1 <= ... < 4 years,2,male : single,none,4,if not A121 : building society savings agreement/ life insurance,50,none,rent,1,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,9,existing credits paid back duly till now,education,1199,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,67,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,1851,A61,4 <= ... < 7 years,4,male : married/widowed,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,12,existing credits paid back duly till now,car (used),2028,A65,1 <= ... < 4 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",30,none,own,1,skilled employee / official,1,none,yes,0
no checking account,18,existing credits paid back duly till now,business,1950,A61,4 <= ... < 7 years,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",34,stores,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,18,existing credits paid back duly till now,business,1941,A64,1 <= ... < 4 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",yes,0
no checking account,24,critical account/ other credits existing (not at this bank),education,1927,A65,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,2828,A63,1 <= ... < 4 years,4,male : single,none,4,real estate,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),2760,A65,.. >= 7 years,4,male : single,none,4,unknown / no property,36,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,12,existing credits paid back duly till now,radio/television,3059,A64,4 <= ... < 7 years,2,male : divorced/separated,none,4,real estate,61,none,own,1,unskilled - resident,1,none,yes,0
no checking account,24,existing credits paid back duly till now,car (used),2603,A64,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,18,existing credits paid back duly till now,car (new),2662,A65,4 <= ... < 7 years,4,male : single,none,3,if not A121 : building society savings agreement/ life insurance,32,none,own,1,skilled employee / official,1,none,no,0
no checking account,24,existing credits paid back duly till now,radio/television,999,A65,.. >= 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes,0
