status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
... < 0 DM,12.0,critical account/ other credits existing (not at this bank),business,276.0,A61,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.094
... >= 200 DM / salary assignments for at least 1 year,30.0,delay in paying off in the past,repairs,6776.0,A62,unemployed,3.0,male : single,co-applicant,1.0,real estate,30.0,bank,own,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",yes,0.019
no checking account,45.0,existing credits paid back duly till now,radio/television,10672.0,A63,1 <= ... < 4 years,3.0,male : married/widowed,none,3.0,unknown / no property,46.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.1
... < 0 DM,60.0,existing credits paid back duly till now,car (used),15945.0,A62,1 <= ... < 4 years,4.0,female : divorced/separated/married,co-applicant,4.0,real estate,75.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.017
... >= 200 DM / salary assignments for at least 1 year,33.0,critical account/ other credits existing (not at this bank),domestic appliances,5086.0,A62,.. >= 7 years,4.0,male : single,none,1.0,real estate,40.0,none,rent,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.124
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,business,276.0,A62,1 <= ... < 4 years,1.0,male : single,co-applicant,1.0,unknown / no property,19.0,bank,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.058
no checking account,17.0,critical account/ other credits existing (not at this bank),others,15945.0,A61,1 <= ... < 4 years,1.0,female : divorced/separated/married,guarantor,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,bank,own,1.0,unemployed/ unskilled - non-resident,2.0,none,yes,0.095
0 <= ... < 200 DM,48.0,existing credits paid back duly till now,business,15945.0,A61,unemployed,2.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",21.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.263
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,car (used),15945.0,A62,1 <= ... < 4 years,4.0,male : married/widowed,none,4.0,"if not A121/A122 : car or other, not in attribute 6",52.0,none,rent,1.0,skilled employee / official,2.0,"yes, registered under the customers name",no,0.226
no checking account,60.0,delay in paying off in the past,business,9518.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,own,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.26
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,furniture/equipment,276.0,A65,... < 1 year,1.0,male : divorced/separated,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.822
no checking account,8.0,existing credits paid back duly till now,education,276.0,A61,.. >= 7 years,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,33.0,none,for free,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,no,0.718
0 <= ... < 200 DM,25.0,delay in paying off in the past,retraining,276.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",65.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.911
... < 0 DM,47.0,existing credits paid back duly till now,furniture/equipment,7305.0,A61,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,72.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.841
0 <= ... < 200 DM,60.0,delay in paying off in the past,car (new),15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.869
0 <= ... < 200 DM,40.0,delay in paying off in the past,car (new),9816.0,A61,unemployed,3.0,male : married/widowed,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",61.0,none,own,3.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.189
no checking account,4.0,existing credits paid back duly till now,car (used),276.0,A62,unemployed,1.0,male : single,none,1.0,unknown / no property,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.036
... < 0 DM,18.0,all credits at this bank paid back duly,business,5984.0,A61,.. >= 7 years,3.0,female : divorced/separated/married,guarantor,2.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,no,0.261
no checking account,36.0,critical account/ other credits existing (not at this bank),furniture/equipment,10973.0,A61,unemployed,4.0,male : married/widowed,co-applicant,1.0,unknown / no property,26.0,none,own,2.0,unskilled - resident,2.0,"yes, registered under the customers name",yes,0.098
no checking account,59.0,existing credits paid back duly till now,furniture/equipment,15945.0,A62,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,3.0,"if not A121/A122 : car or other, not in attribute 6",41.0,none,rent,2.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.256
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,education,15945.0,A61,unemployed,4.0,female : divorced/separated/married,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,own,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.28
... >= 200 DM / salary assignments for at least 1 year,4.0,critical account/ other credits existing (not at this bank),car (used),276.0,A61,unemployed,1.0,male : married/widowed,co-applicant,1.0,real estate,19.0,bank,own,1.0,unskilled - resident,2.0,none,yes,0.047
... < 0 DM,14.0,critical account/ other credits existing (not at this bank),business,276.0,A63,.. >= 7 years,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",51.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.149
no checking account,60.0,critical account/ other credits existing (not at this bank),domestic appliances,13117.0,A62,.. >= 7 years,1.0,male : single,none,1.0,unknown / no property,19.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.137
... < 0 DM,36.0,no credits taken/ all credits paid back duly,car (new),5002.0,A61,unemployed,4.0,male : married/widowed,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,own,2.0,unskilled - resident,2.0,none,yes,0.205
... < 0 DM,60.0,critical account/ other credits existing (not at this bank),car (new),15945.0,A61,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,own,4.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.095
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,car (new),276.0,A64,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.769
... < 0 DM,4.0,delay in paying off in the past,furniture/equipment,276.0,A61,4 <= ... < 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",41.0,none,rent,2.0,skilled employee / official,1.0,none,no,0.772
... < 0 DM,24.0,existing credits paid back duly till now,retraining,276.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,real estate,68.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.845
0 <= ... < 200 DM,47.0,existing credits paid back duly till now,car (new),6930.0,A61,.. >= 7 years,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,3.0,skilled employee / official,1.0,none,yes,0.801
... < 0 DM,60.0,delay in paying off in the past,furniture/equipment,15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.833
no checking account,4.0,critical account/ other credits existing (not at this bank),furniture/equipment,1679.0,A65,.. >= 7 years,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.704
no checking account,43.0,all credits at this bank paid back duly,car (new),8334.0,A63,... < 1 year,1.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,40.0,none,for free,3.0,unskilled - resident,1.0,none,yes,0.822
0 <= ... < 200 DM,60.0,critical account/ other credits existing (not at this bank),car (new),13765.0,A65,.. >= 7 years,2.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.811
no checking account,60.0,existing credits paid back duly till now,retraining,15624.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.784
no checking account,5.0,critical account/ other credits existing (not at this bank),business,1944.0,A61,4 <= ... < 7 years,2.0,female : divorced/separated/married,co-applicant,1.0,real estate,19.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.047
... < 0 DM,21.0,all credits at this bank paid back duly,radio/television,6580.0,A64,.. >= 7 years,3.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",30.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.312
no checking account,32.0,critical account/ other credits existing (not at this bank),car (new),10441.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,co-applicant,4.0,real estate,75.0,bank,own,4.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",no,0.103
no checking account,25.0,existing credits paid back duly till now,business,3323.0,A61,... < 1 year,4.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,35.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.8
... < 0 DM,49.0,existing credits paid back duly till now,furniture/equipment,9048.0,A61,... < 1 year,4.0,male : single,none,3.0,unknown / no property,61.0,none,rent,3.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.697
0 <= ... < 200 DM,60.0,delay in paying off in the past,retraining,15945.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.833
... < 0 DM,33.0,existing credits paid back duly till now,repairs,2130.0,A61,1 <= ... < 4 years,1.0,female : divorced/separated/married,guarantor,1.0,real estate,19.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.308
no checking account,54.0,critical account/ other credits existing (not at this bank),radio/television,7826.0,A62,unemployed,2.0,male : single,none,2.0,real estate,19.0,none,own,1.0,skilled employee / official,1.0,none,no,0.103
... < 0 DM,4.0,delay in paying off in the past,retraining,276.0,A65,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,3.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.859
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,car (new),276.0,A63,... < 1 year,2.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,1.0,unskilled - resident,1.0,none,no,0.777
... >= 200 DM / salary assignments for at least 1 year,18.0,existing credits paid back duly till now,retraining,2602.0,A61,4 <= ... < 7 years,3.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",42.0,none,rent,4.0,unskilled - resident,1.0,none,yes,0.829
0 <= ... < 200 DM,37.0,existing credits paid back duly till now,radio/television,8407.0,A61,... < 1 year,4.0,female : divorced/separated/married,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,58.0,none,for free,2.0,skilled employee / official,1.0,none,yes,0.744
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,car (new),15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.863
... < 0 DM,4.0,existing credits paid back duly till now,business,276.0,A61,... < 1 year,1.0,male : married/widowed,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.779
