status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
no checking account,4.0,critical account/ other credits existing (not at this bank),radio/television,3637.0,A61,.. >= 7 years,2.0,male : single,co-applicant,3.0,unknown / no property,25.0,none,rent,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.283
... < 0 DM,16.0,critical account/ other credits existing (not at this bank),car (new),8974.0,A62,unemployed,3.0,male : single,none,4.0,unknown / no property,43.0,bank,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.085
... < 0 DM,60.0,no credits taken/ all credits paid back duly,car (used),15945.0,A61,unemployed,3.0,female : divorced/separated/married,guarantor,1.0,"if not A121/A122 : car or other, not in attribute 6",50.0,bank,rent,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.051
no checking account,42.0,critical account/ other credits existing (not at this bank),car (used),14901.0,A61,.. >= 7 years,4.0,male : single,co-applicant,4.0,real estate,75.0,bank,own,3.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.019
no checking account,4.0,no credits taken/ all credits paid back duly,car (used),276.0,A62,unemployed,1.0,male : married/widowed,co-applicant,1.0,unknown / no property,19.0,bank,own,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",yes,0.024
0 <= ... < 200 DM,4.0,delay in paying off in the past,domestic appliances,276.0,A61,unemployed,3.0,male : single,none,3.0,if not A121 : building society savings agreement/ life insurance,27.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.092
... >= 200 DM / salary assignments for at least 1 year,13.0,critical account/ other credits existing (not at this bank),car (new),3668.0,A61,1 <= ... < 4 years,4.0,male : single,co-applicant,4.0,unknown / no property,47.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.172
0 <= ... < 200 DM,36.0,delay in paying off in the past,car (used),10348.0,A62,unemployed,4.0,female : divorced/separated/married,none,4.0,real estate,67.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.034
... >= 200 DM / salary assignments for at least 1 year,60.0,delay in paying off in the past,car (new),15945.0,A61,unemployed,4.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.059
... >= 200 DM / salary assignments for at least 1 year,13.0,existing credits paid back duly till now,repairs,456.0,A64,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,26.0,bank,for free,1.0,unskilled - resident,2.0,none,no,0.179
no checking account,60.0,critical account/ other credits existing (not at this bank),domestic appliances,13739.0,A62,unemployed,1.0,male : single,none,1.0,real estate,19.0,none,rent,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.067
... < 0 DM,34.0,all credits at this bank paid back duly,car (used),6342.0,A61,4 <= ... < 7 years,4.0,male : married/widowed,co-applicant,4.0,unknown / no property,53.0,bank,for free,2.0,unskilled - resident,2.0,none,yes,0.132
... < 0 DM,11.0,critical account/ other credits existing (not at this bank),others,709.0,A64,4 <= ... < 7 years,1.0,male : single,guarantor,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,bank,own,1.0,unemployed/ unskilled - non-resident,1.0,none,no,0.182
no checking account,27.0,critical account/ other credits existing (not at this bank),repairs,5260.0,A62,unemployed,2.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,34.0,bank,own,2.0,skilled employee / official,1.0,none,yes,0.146
no checking account,47.0,no credits taken/ all credits paid back duly,car (used),11089.0,A61,4 <= ... < 7 years,3.0,male : married/widowed,none,3.0,if not A121 : building society savings agreement/ life insurance,52.0,stores,own,2.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.123
no checking account,10.0,no credits taken/ all credits paid back duly,others,3231.0,A62,unemployed,1.0,male : single,co-applicant,2.0,real estate,27.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.022
... < 0 DM,4.0,existing credits paid back duly till now,car (used),9519.0,A61,.. >= 7 years,1.0,male : single,none,3.0,unknown / no property,49.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.03
... >= 200 DM / salary assignments for at least 1 year,10.0,delay in paying off in the past,radio/television,276.0,A62,.. >= 7 years,1.0,male : single,co-applicant,1.0,unknown / no property,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.023
0 <= ... < 200 DM,29.0,no credits taken/ all credits paid back duly,others,10018.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.074
0 <= ... < 200 DM,60.0,no credits taken/ all credits paid back duly,others,15945.0,A61,1 <= ... < 4 years,1.0,female : divorced/separated/married,none,3.0,if not A121 : building society savings agreement/ life insurance,43.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.086
... >= 200 DM / salary assignments for at least 1 year,60.0,critical account/ other credits existing (not at this bank),business,15945.0,A62,.. >= 7 years,4.0,male : married/widowed,co-applicant,4.0,unknown / no property,75.0,stores,rent,4.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",no,0.054
... < 0 DM,60.0,no credits taken/ all credits paid back duly,others,15945.0,A63,4 <= ... < 7 years,3.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",70.0,bank,for free,2.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.252
... < 0 DM,60.0,delay in paying off in the past,radio/television,1600.0,A62,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,1.0,real estate,19.0,stores,for free,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.084
0 <= ... < 200 DM,4.0,critical account/ other credits existing (not at this bank),retraining,276.0,A63,1 <= ... < 4 years,1.0,male : single,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,stores,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.765
no checking account,4.0,existing credits paid back duly till now,retraining,276.0,A63,... < 1 year,4.0,male : divorced/separated,none,2.0,"if not A121/A122 : car or other, not in attribute 6",24.0,none,for free,3.0,unemployed/ unskilled - non-resident,1.0,none,no,0.843
0 <= ... < 200 DM,21.0,existing credits paid back duly till now,car (new),5487.0,A61,4 <= ... < 7 years,4.0,male : single,co-applicant,3.0,if not A121 : building society savings agreement/ life insurance,42.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.811
... < 0 DM,37.0,critical account/ other credits existing (not at this bank),others,9806.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",63.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.801
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,retraining,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.842
0 <= ... < 200 DM,34.0,existing credits paid back duly till now,retraining,5442.0,A63,... < 1 year,1.0,male : divorced/separated,guarantor,2.0,real estate,55.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.899
0 <= ... < 200 DM,4.0,delay in paying off in the past,education,276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.849
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,furniture/equipment,276.0,A61,... < 1 year,2.0,male : divorced/separated,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,4.0,unskilled - resident,1.0,none,no,0.825
no checking account,18.0,existing credits paid back duly till now,car (new),276.0,A64,4 <= ... < 7 years,4.0,male : married/widowed,none,4.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.784
... < 0 DM,38.0,all credits at this bank paid back duly,education,5889.0,A65,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,48.0,none,rent,4.0,unskilled - resident,1.0,none,yes,0.808
0 <= ... < 200 DM,60.0,existing credits paid back duly till now,education,15945.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.824
0 <= ... < 200 DM,4.0,critical account/ other credits existing (not at this bank),retraining,276.0,A63,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,20.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.848
... < 0 DM,12.0,existing credits paid back duly till now,car (new),1133.0,A61,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.787
no checking account,26.0,delay in paying off in the past,car (used),4422.0,A65,... < 1 year,1.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,rent,2.0,skilled employee / official,1.0,none,yes,0.718
... < 0 DM,46.0,critical account/ other credits existing (not at this bank),education,10487.0,A65,4 <= ... < 7 years,1.0,male : married/widowed,none,4.0,if not A121 : building society savings agreement/ life insurance,41.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.77
no checking account,4.0,critical account/ other credits existing (not at this bank),radio/television,3636.0,A61,.. >= 7 years,2.0,male : single,co-applicant,3.0,unknown / no property,25.0,none,rent,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.283
... < 0 DM,16.0,critical account/ other credits existing (not at this bank),car (new),8975.0,A62,unemployed,3.0,male : single,none,4.0,unknown / no property,43.0,bank,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.085
no checking account,42.0,critical account/ other credits existing (not at this bank),car (used),14903.0,A61,.. >= 7 years,4.0,male : single,co-applicant,4.0,real estate,75.0,bank,own,3.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.019
0 <= ... < 200 DM,4.0,delay in paying off in the past,car (new),276.0,A63,... < 1 year,1.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,2.0,skilled employee / official,1.0,none,yes,0.823
... >= 200 DM / salary assignments for at least 1 year,4.0,all credits at this bank paid back duly,education,276.0,A65,4 <= ... < 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",36.0,none,rent,1.0,unskilled - resident,1.0,none,no,0.744
... < 0 DM,4.0,existing credits paid back duly till now,retraining,276.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.879
... >= 200 DM / salary assignments for at least 1 year,37.0,all credits at this bank paid back duly,radio/television,6569.0,A63,... < 1 year,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",70.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.768
... < 0 DM,60.0,delay in paying off in the past,retraining,15945.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.818
0 <= ... < 200 DM,49.0,existing credits paid back duly till now,radio/television,3764.0,A62,unemployed,4.0,male : single,none,4.0,real estate,25.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.027
no checking account,5.0,critical account/ other credits existing (not at this bank),business,1964.0,A61,4 <= ... < 7 years,2.0,female : divorced/separated/married,co-applicant,1.0,real estate,19.0,stores,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",no,0.097
